SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMPBodySite,HMP Oxygen,InterPro (Other),KEGG ID,Kingdom,List of IDs in Rep Node,name,NCBI IDs,Number of IDs in Rep Node,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
374201,None,None,Betaproteobacteria,Nitrous oxide reductase apoprotein ,None,Oxalobacteraceae,SAMN05216320_106100,Duganella,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A1G7W455,A0A1G7W455,EMBL-CDS:SDG66681.1,1,Burkholderiales,Duganella sp. OV458.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,637,BLASTHIT,A0A1G7W455,Duganella sp. OV458,None,Bacteria,NA,1855290,TrEMBL
374202,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:EZP40642.1},Oxalobacteraceae,BW37_01161,Janthinobacterium,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A031GVW4,A0A031GVW4,GI:612081879|GI:736745058|EMBL-CDS:EZP40642.1|REFSEQ:WP_034748840.1,1,Burkholderiales,Janthinobacterium lividum.,FALSE,fig|29581.5.peg.1162,None,PF18764|PF18793,Proteobacteria,FALSE,637,BLASTHIT,A0A031GVW4,Janthinobacterium lividum,None,Bacteria,NA,29581,TrEMBL
374203,None,None,Betaproteobacteria,TAT-dependent nitrous-oxide reductase ,None,Oxalobacteraceae,CSQ94_21020,Janthinobacterium,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A2G3LQF3,A0A2G3LQF3,GI:917352673|EMBL-CDS:PHV31271.1|REFSEQ:WP_051959385.1,1,Burkholderiales,Janthinobacterium sp. BJB312.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,637,BLASTHIT,A0A2G3LQF3,Janthinobacterium sp. BJB312,None,Bacteria,NA,1560197,TrEMBL
374204,None,None,Betaproteobacteria,Nitrous oxide reductase apoprotein ,None,Oxalobacteraceae,C8C92_1170,Janthinobacterium,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A2U0STD9,A0A2U0STD9,EMBL-CDS:PVX34619.1,1,Burkholderiales,Janthinobacterium sp. 78.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,637,BLASTHIT,A0A2U0STD9,Janthinobacterium sp. 78,None,Bacteria,NA,2135631,TrEMBL
374205,None,None,Betaproteobacteria,Nitrous oxide reductase apoprotein ,None,Oxalobacteraceae,CLU91_4190,Janthinobacterium,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A2N0HXS3,A0A2N0HXS3,EMBL-CDS:PKB23736.1,1,Burkholderiales,Janthinobacterium sp. 64.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,637,BLASTHIT,A0A2N0HXS3,Janthinobacterium sp. 64,None,Bacteria,NA,2035208,TrEMBL
374206,None,None,Deltaproteobacteria,Cytochrome C ,None,NA,AMJ63_04110,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR026468|IPR028096|IPR034205,None,NA,A0A0S8F1U3,A0A0S8F1U3,GI:931472640|EMBL-CDS:KPK54210.1,1,Myxococcales,Myxococcales bacterium SG8_38_1.,FALSE,fig|1703408.3.peg.485,None,PF13473|PF18764,Proteobacteria,FALSE,636,BLASTHIT,A0A0S8F1U3,Myxococcales bacterium SG8_38_1,None,Bacteria,NA,1703408,TrEMBL
374207,None,None,Clostridia,Nitrous oxide reductase ,None,Peptococcaceae,Desdi_0167,Desulfitobacterium,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR026468|IPR028096|IPR034205,ddl:Desdi_0167,NA,L0F3H3,L0F3H3,GI:505073632|GI:430782444|EMBL-CDS:AGA67727.1|REFSEQ:WP_015260734.1,1,Clostridiales,Desulfitobacterium dichloroeliminans  (strain LMG P-21439 / DCA1),FALSE,None,None,PF13473|PF18764,Firmicutes,FALSE,636,BLASTHIT,L0F3H3,Desulfitobacterium dichloroeliminans LMG P-21439,None,Bacteria,NA,871963,TrEMBL
374208,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Methylocystaceae,CXZ10_09685,Pleomorphomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1I4VM30,A0A1I4VM30,EMBL-CDS:PKR89623.1|EMBL-CDS:SFN02129.1,1,Rhizobiales,Pleomorphomonas diazotrophica.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A1I4VM30,Pleomorphomonas diazotrophica,None,Bacteria,NA,1166257,TrEMBL
374209,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,RA20_10700,Leisingera,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A0B4BSB6,A0A0B4BSB6,GI:742708348|GI:746059322|EMBL-CDS:KIC20165.1|REFSEQ:WP_039127986.1,1,Rhodobacterales,Leisingera sp. ANG-Vp.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A0B4BSB6,Leisingera sp. ANG-Vp,None,Bacteria,NA,1577896,TrEMBL
374210,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,RA19_15110,Leisingera,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A0C1ELH3,A0A0C1ELH3,GI:746097700|GI:742697343|EMBL-CDS:KIC09643.1|REFSEQ:WP_039164045.1,1,Rhodobacterales,Leisingera sp. ANG-M1.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A0C1ELH3,Leisingera sp. ANG-M1,None,Bacteria,NA,1577895,TrEMBL
374211,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae,SAMN05216576_115107,Pseudomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR028096|IPR034205,None,NA,A0A1G6UBP1,A0A1G6UBP1,EMBL-CDS:SDD38800.1,1,Pseudomonadales,Pseudomonas chengduensis.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A1G6UBP1,Pseudomonas chengduensis,None,Bacteria,NA,489632,TrEMBL
374212,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Zoogloeaceae,C0099_08710,Azoarcus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,atw:C0099_08710,NA,A0A2I6S6Y3,A0A2I6S6Y3,GI:1326040149|EMBL-CDS:AUN95008.1,1,Rhodocyclales,Azoarcus sp. SY39.,FALSE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A2I6S6Y3,Azoarcus sp. SY39,None,Bacteria,NA,2067960,TrEMBL
374213,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae|Enterobacteriaceae,NCTC13719_01578|PA14_20200|SAMEA2273162_06432|Q058_00913,Pseudomonas|Enterobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Airways|Skin|Not Specified|Ear,"Not Specified,Aerobe|Aerobe|Not Specified,Facultative",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,pau:PA14_20200,NA,A0A0C6F036|A0A0H2ZE88|A0A157WIN4|A0A1C7BKA5,A0A0C6F036,GI:1384518174|GI:974296289|GI:1148266734|GI:1196343510|GI:1153039136|GI:944129614|GI:987497354|GI:956379860|GI:956231187|GI:1219404514|GI:956199946|GI:956667320|GI:956290723|GI:1012063537|GI:1078501532|GI:953151164|GI:957024609|GI:987495285|GI:1178123901|GI:957079759|GI:956261030|GI:961423651|GI:761591670|GI:1192317149|GI:1228245671|GI:955815134|GI:1192318438|GI:956131088|GI:987504702|GI:1022531980|GI:955958751|GI:956356924|GI:956139761|GI:1204429823|GI:957288320|GI:956844202|GI:956756328|GI:955897988|GI:957329627|GI:987518893|GI:957111134|GI:974312977|GI:955882272|GI:1206699233|GI:955851431|GI:1206789809|GI:1234891681|GI:956834573|GI:1122198536|GI:354831297|GI:1072059682|GI:957414929|GI:987676499|GI:1384511806|GI:489229882|GI:956631823|GI:987686096|GI:956028538|GI:1122124763|GI:955956481|GI:987587549|GI:957130131|GI:1062332997|GI:956449500|GI:944137529|GI:956714089|GI:953207720|GI:956769147|GI:957163215|GI:987502235|GI:956865016|GI:987669360|EMBL-CDS:SUD02114.1|GI:115586631|EMBL-CDS:ABJ12646.1|REFSEQ:WP_003138228.1|EMBL-CDS:SAJ30443.1|GI:552321682|EMBL-CDS:ERV81841.1,4,Pseudomonadales|Enterobacterales,Pseudomonas aeruginosa.|Pseudomonas aeruginosa  (strain UCBPP-PA14)|Enterobacter cloacae.|Pseudomonas aeruginosa BL04.,True|False,fig|1402545.3.peg.926,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A0C6F036,Pseudomonas aeruginosa|Pseudomonas aeruginosa UCBPP-PA14|Enterobacter cloacae|Pseudomonas aeruginosa BL04,None,Bacteria,NA,287|208963|550|1402545,TrEMBL
374214,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae|Moraxellaceae,DI492_13390|SAMEA104305337_05995,Pseudomonas|Acinetobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Airways|Skin|Not Specified|Ear,"Not Specified,Aerobe|Anaerobe,Aerobe",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,None,NA,A0A2U2XY75|A0A335XLM2,A0A2U2XY75,GI:956392850|GI:1445253466|GI:957444922|GI:1204407534|GI:1114077828|GI:751375114|GI:1122143327|GI:955941678|GI:956894651|GI:957490757|GI:1192310714|GI:1221351823|GI:956036394|GI:956958208|GI:957461235|GI:955792507|GI:956886952|GI:1176871025|GI:1114085751|GI:955902043|GI:1114072208|GI:956407963|GI:1450448990|GI:1192090105|GI:957424549|GI:955966905|GI:957036687|GI:957184368|GI:1192189267|GI:957330922|GI:1078479782|GI:489208660|GI:1384417926|GI:1192093934|GI:966548291|GI:1221357675|GI:1078502381|GI:815970341|GI:1344723149|GI:1122167553|GI:957245680|GI:957203421|GI:1445247210|GI:1192166383|GI:957441085|GI:982576278|GI:1078510282|GI:1206720213|GI:957426949|GI:957393105|GI:956920096|GI:1192107617|GI:957471534|GI:1078471379|GI:955892826|GI:956000684|GI:956365033|GI:957057762|GI:955932124|GI:957445989|GI:957481193|GI:956632477|GI:974261090|GI:956013029|EMBL-CDS:PWH92703.1|EMBL-CDS:SOV28324.1|REFSEQ:WP_003117559.1|EMBL-CDS:SSU27083.1|EMBL-CDS:SSV29876.1,2,Pseudomonadales,Pseudomonas aeruginosa.|Acinetobacter baumannii.,True|False,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A2U2XY75,Pseudomonas aeruginosa|Acinetobacter baumannii,None,Bacteria,NA,287|470,TrEMBL
374215,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:RCI73436.1},Pseudomonadaceae,DT376_18365,Pseudomonas,None,Airways|Skin|Not Specified|Ear,"Not Specified,Aerobe",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,None,NA,A0A367M7E2,A0A367M7E2,GI:957328970|GI:970752585|GI:956619429|GI:1078458877|GI:985285887|GI:1206796790|GI:1226955226|GI:1122150581|GI:675290422|GI:498492485|GI:957403894|GI:957014529|GI:1012070503|GI:974350813|GI:1184286617|GI:1204380033|GI:956406563|GI:956807108|GI:956425111|GI:956517937|GI:955973592|GI:763855824|EMBL-CDS:RCI73436.1,1,Pseudomonadales,Pseudomonas aeruginosa.,TRUE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A367M7E2,Pseudomonas aeruginosa,None,Bacteria,NA,287,TrEMBL
374216,None,None,Gammaproteobacteria,Nitrous-oxide reductase|Nitrous-oxide reductase ,1.7.2.4|1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae|Moraxellaceae,nosZ|AOY09_04756|HMPREF3014_04455|BQ1898_00746|HMPREF2687_14950|PAMH27_1601,Pseudomonas|Acinetobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Not Specified|Airways|Skin|Ear,"Aerobe|Not Specified,Aerobe|Anaerobe,Aerobe",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,pae:PA3392|paeb:NCGM1900_2880,NA,Q9HYL2|A0A069Q756|A0A1F0IG12|A0A1G5EVD9|A0A1S1C860|V6AB99,Q9HYL2,GI:489189304|GI:12230374|GI:9949528|GI:15598588|EMBL-CDS:AAG06780.1|REFSEQ:NP_252082.1|REFSEQ:WP_003098686.1|GI:926452878|GI:1072793733|GI:956025276|GI:1206774240|GI:956551581|GI:1204385170|GI:943857799|GI:1206830590|GI:1147905026|GI:955739477|GI:956828476|GI:956295905|GI:974278002|GI:1042039662|GI:956390086|GI:956456264|GI:956295050|GI:956725635|GI:1118965023|GI:1377533106|GI:956219196|GI:956921377|GI:974250635|GI:957081667|GI:1204703951|GI:1234844188|GI:954630730|GI:1084367247|GI:685839002|GI:1118927117|GI:1017138782|GI:957382977|GI:1353841566|GI:956935585|GI:956914475|GI:1122072724|GI:1191480037|GI:957029260|GI:1192137834|GI:1122125444|GI:647089524|GI:1465639332|GI:984357188|GI:1176905003|GI:987626435|GI:1206691494|GI:1206823088|GI:956064956|GI:814546046|GI:1143314166|GI:1016897617|GI:1221378348|GI:1135445279|GI:956559610|GI:1178107536|GI:987695365|GI:1293555721|GI:1206820432|GI:1143312008|GI:956680817|GI:943855023|GI:956267597|GI:987712687|GI:1228240395|GI:1206716490|GI:956258046|GI:956905497|GI:1209494348|GI:1188480849|GI:1122229561|GI:1062871714|GI:1122071522|GI:956737255|GI:1209550771|GI:1192016229|GI:1181890777|GI:1204419372|GI:1122210308|GI:987538115|GI:1143344759|GI:1118952881|GI:1192290193|GI:1192256953|GI:957218543|GI:956991583|GI:956283106|GI:987524682|GI:957332377|GI:817625803|GI:1181224402|GI:943827714|GI:956434968|GI:1192216636|GI:1206820886|GI:1044643349|GI:1118963881|GI:987753934|GI:1145704422|GI:1192078039|GI:957234304|GI:1191490411|GI:1192068442|GI:1192222667|GI:1226920923|GI:956128948|GI:956082169|GI:955761293|GI:1191504190|GI:1191496846|GI:956768138|GI:974362973|GI:956042136|GI:1293507646|GI:974299599|GI:987681110|GI:956169077|GI:987712734|GI:1062727350|GI:1191533376|GI:927994894|GI:957307838|GI:1192183374|GI:745842705|GI:987693611|GI:957193157|GI:957114677|GI:974329386|GI:1206777485|GI:957230896|GI:985037485|GI:1206224953|GI:955981460|GI:1102754892|GI:956722793|GI:987700969|GI:974272695|GI:1122121113|GI:1192297566|GI:956309230|GI:1221363461|GI:1209013081|GI:956266264|GI:1192028044|GI:1191525652|GI:953204599|GI:987525888|GI:975044661|GI:1418459970|GI:1204393702|GI:955982813|GI:1195869358|GI:823571326|GI:1078454272|GI:992143587|GI:1206846853|GI:957346886|GI:1078482274|GI:674745607|GI:1118928543|GI:1192083405|GI:956792605|GI:1192037253|GI:1427055799|GI:987524103|GI:985023611|GI:957258414|GI:987612153|GI:955772413|GI:955991095|GI:956553285|GI:987687157|GI:1214717173|GI:1206746203|GI:929388253|GI:957649371|GI:987611301|GI:987745139|GI:957402385|GI:955764487|GI:1181945533|GI:1066961313|GI:1204390923|GI:1122172570|GI:957267299|GI:1464545394|GI:956569593|GI:956689011|GI:956520356|GI:1192129682|GI:1418466336|GI:956098383|GI:1249975953|GI:1147924738|GI:956845385|GI:1384428927|GI:956015899|GI:957160010|GI:1234865000|GI:956507277|GI:974354208|GI:987550862|GI:1160063450|GI:1445241627|GI:1192209676|GI:1122214178|GI:1192230523|GI:1020684488|GI:956486998|GI:1169603368|GI:956145066|GI:1042166859|GI:1353916725|GI:956987903|GI:955844072|GI:971502570|GI:985034484|GI:956486325|GI:1192057162|GI:957346511|GI:1209504539|GI:1147935101|GI:956209122|GI:1353814743|GI:953136147|GI:956688486|GI:956074899|GI:1398635362|GI:957242192|GI:956083860|GI:1122237461|GI:856786503|GI:987718235|GI:1234854651|GI:1384448443|GI:1122172801|GI:956820032|GI:929404562|GI:1062721307|GI:1188472550|GI:956898437|GI:1192114089|GI:881083348|GI:1359202220|GI:957087304|GI:1192243586|GI:1206726746|GI:956671101|GI:956761217|GI:956704795|GI:970335441|GI:955838110|GI:956167797|GI:1148396043|GI:987732264|GI:956605572|GI:1447692263|GI:1188493472|GI:955800532|GI:955872330|GI:1206750468|GI:1148259279|GI:1062746108|GI:956555367|GI:956325469|GI:987741710|GI:956148480|GI:956876033|GI:1204806057|GI:929383035|GI:974339193|GI:1147900693|GI:956112495|GI:1192296042|GI:1226917124|GI:1122189196|GI:1192126102|GI:955942068|GI:957371129|GI:956059636|GI:955759164|GI:1221369596|GI:1153048947|GI:1192324329|GI:1199096372|GI:953191337|GI:1178095194|GI:1226954372|GI:1012083561|GI:1192250044|GI:1122084750|GI:1418476702|GI:1078493366|GI:1206211028|GI:957071211|GI:1085615532|GI:943795120|GI:956645835|GI:1143309437|GI:1020691848|GI:953202544|GI:956968346|GI:956736324|GI:957424065|GI:1192147603|GI:1192050151|GI:1374527279|GI:1020677626|GI:984366632|GI:1100617319|GI:956976412|GI:956523157|GI:1192192599|GI:956859014|GI:1234914472|GI:956950745|GI:1143337607|GI:1062856711|GI:955804509|GI:1122131059|GI:956167548|GI:1062734235|GI:957126250|GI:1221377193|GI:1192118810|GI:1353839911|GI:1192017123|GI:957171412|GI:956810451|GI:974265132|GI:956446196|GI:955782131|GI:1122100781|GI:1147936087|GI:1293547875|GI:953219852|GI:985027583|GI:1293517802|GI:957232461|GI:1293527883|GI:1192064819|GI:1206802662|GI:1192236113|GI:956496799|GI:1192269593|GI:956960371|GI:1204408495|GI:956989771|GI:1293538077|GI:1399187943|GI:956635027|GI:956603489|GI:956116771|GI:1062739806|GI:956085662|GI:1234839700|GI:1192204876|GI:955929903|GI:1226923825|GI:1042696285|GI:1226966377|GI:987605940|GI:957088557|GI:1226948591|GI:1072074860|GI:953152061|GI:956005443|GI:1373033422|GI:1118954688|GI:957346734|GI:956650833|GI:955915092|GI:1143290635|GI:974323566|GI:1143288307|GI:1192148758|GI:1213376747|GI:956585016|GI:1353822294|GI:1087773824|GI:1206770085|GI:955844561|GI:1206842738|GI:1118969976|GI:777184662|GI:1122106891|GI:956740311|GI:1084361007|GI:1192034513|GI:957185750|GI:956711293|GI:987795860|GI:1092923014|GI:1147917695|GI:1062752189|GI:1122226370|GI:955875057|GI:1192280754|GI:987553762|GI:956237647|GI:956596528|GI:956932809|GI:1192334743|GI:1122172278|GI:1234908251|GI:957067625|GI:1191510650|GI:972159568|GI:1143295017|GI:956681699|GI:956517277|GI:1125600282|GI:1143338352|GI:1147942248|GI:1118945593|GI:956533288|GI:942277957|GI:1143321529|GI:1122201061|GI:957110462|GI:956476635|GI:956325262|GI:1192152534|GI:957314720|GI:956791353|GI:1118939912|GI:1192280294|GI:955918665|GI:1191519162|GI:956367096|GI:1464551470|GI:1084373871|GI:956415818|GI:956880817|GI:1101463689|GI:956942147|GI:1191540056|GI:956963737|GI:670354178|GI:957275940|EMBL-CDS:ALV79779.1|EMBL-CDS:AVR82007.1|EMBL-CDS:CEI06771.1|EMBL-CDS:PXB84200.1|EMBL-CDS:PXB86711.1|EMBL-CDS:PXB91294.1|EMBL-CDS:RCH63325.1|GI:1080713330|EMBL-CDS:OFO84068.1|EMBL-CDS:SCY30937.1|EMBL-CDS:SVK34866.1|GI:1090982025|EMBL-CDS:OHP20126.1|EMBL-CDS:CDH76018.1,6,Pseudomonadales,Pseudomonas aeruginosa  (strain ATCC 15692 / DSM 22644 / CIP 104116 /JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)|Pseudomonas aeruginosa.|Pseudomonas sp. HMSC065H01.|Acinetobacter baumannii.|Pseudomonas sp. HMSC059F05.|Pseudomonas aeruginosa MH27.,True|False,fig|208964.12.peg.3551|fig|287.1479.peg.2153,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,Q9HYL2,Pseudomonas aeruginosa PAO1|Pseudomonas aeruginosa|Pseudomonas sp. HMSC065H01|Acinetobacter baumannii|Pseudomonas sp. HMSC059F05|Pseudomonas aeruginosa MH27,208964.PA3392,Bacteria,Nitrous-oxide reductase|NA,208964|287|1739516|470|1715166|1306165,SwissProt|TrEMBL
374217,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae,CGU42_19500,Pseudomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Airways|Skin|Not Specified|Ear,"Not Specified,Aerobe",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,None,NA,A0A222DBA1,A0A222DBA1,GI:1234879791|GI:957284778|GI:1072053718|GI:1234921533|GI:956816702|GI:956424947|GI:957366490|GI:1226080482|GI:725811032|GI:956575393|GI:1226088249|GI:763866137|GI:957019366|GI:953202129|GI:553768715|GI:1234887097|GI:1062784331|GI:1378076098|EMBL-CDS:OZO16040.1|REFSEQ:WP_023100889.1,1,Pseudomonadales,Pseudomonas aeruginosa.,TRUE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A222DBA1,Pseudomonas aeruginosa,None,Bacteria,NA,287,TrEMBL
374218,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Moraxellaceae,SAMEA104305315_03434,Acinetobacter,0050304 nitrous-oxide reductase activity,Skin|Not Specified,"Anaerobe,Aerobe",IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,None,NA,A0A335ERS3,A0A335ERS3,EMBL-CDS:SST10155.1,1,Pseudomonadales,Acinetobacter baumannii.,FALSE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A335ERS3,Acinetobacter baumannii,None,Bacteria,NA,470,TrEMBL
374219,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae,PSPA7_1738,Pseudomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Not Specified,Aerobe,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,pap:PSPA7_1738,NA,A6V237,A6V237,GI:501022198|GI:150963603|EMBL-CDS:ABR85628.1|REFSEQ:WP_012074862.1,1,Pseudomonadales,Pseudomonas aeruginosa  (strain PA7),FALSE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A6V237,Pseudomonas aeruginosa PA7,None,Bacteria,NA,381754,TrEMBL
374220,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae,H681_24785,Pseudomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR028096|IPR034205,pdr:H681_24785,NA,M4X3Z5,M4X3Z5,GI:505292566|GI:472252110|EMBL-CDS:AGI26824.1|REFSEQ:WP_015479668.1,1,Pseudomonadales,Pseudomonas sp. ATCC 13867.,FALSE,fig|1294143.3.peg.5040,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,M4X3Z5,Pseudomonas sp. ATCC 13867,None,Bacteria,NA,1294143,TrEMBL
374221,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Pseudomonadaceae,QX25_12410,Pseudomonas,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,Airways|Skin,Aerobe,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644|IPR034205,None,NA,A0A0C2S3A9,A0A0C2S3A9,GI:751640076|GI:751083606|EMBL-CDS:KIL03776.1|REFSEQ:WP_041107724.1,1,Pseudomonadales,Pseudomonas stutzeri ,FALSE,fig|316.98.peg.327,None,PF18764|PF18793,Proteobacteria,FALSE,636,BLASTHIT,A0A0C2S3A9,Pseudomonas stutzeri,None,Bacteria,NA,316,TrEMBL
