SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMP Body Site,HMP Oxygen,InterPro (Domain),InterPro (Family),InterPro (Homologous Superfamily),InterPro (Other),KEGG ID,Kingdom,name,NCBI IDs,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
2351611,,,Gammaproteobacteria,Glycosyl hydrolase family protein ,3.2.1.179 {ECO:0000313|EMBL:SAC15642.1},Enterobacteriaceae,SAMEA2273465_03235,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways,,,IPR010905,IPR008928|IPR012341,,,,A0A155P4L5,GI:1028086633|EMBL-CDS:SAC15642.1|REFSEQ:WP_063845007.1,Enterobacterales,Klebsiella aerogenes ,FALSE,,,PF07470,Proteobacteria,FALSE,393,BLASTHIT,A0A155P4L5,Klebsiella aerogenes,,Bacteria,,548,TrEMBL
2351623,,,Clostridia,Uncharacterized protein ,,Lachnospiraceae,HMPREF0992_01655,,0003824 catalytic activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,F3AF10,GI:496540973|GI:330403831|EMBL-CDS:EGG83383.1|REFSEQ:WP_009247121.1,Clostridiales,Lachnospiraceae bacterium 6_1_63FAA.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,F3AF10,Lachnospiraceae bacterium 6_1_63FAA,,Bacteria,,658083,TrEMBL
2351631,,,Gammaproteobacteria,Glycosyl hydrolase ,,Enterobacteriaceae,AZ002_000929,Citrobacter,0016787 hydrolase activity,Skin,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A243TL63,GI:1195021844|EMBL-CDS:OUE64013.1,Enterobacterales,Citrobacter freundii.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A243TL63,Citrobacter freundii,,Bacteria,,546,TrEMBL
2351634,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,C3433_10255,Citrobacter,0016787 hydrolase activity,Skin,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A2S4QE56,EMBL-CDS:POT26853.1,Enterobacterales,Citrobacter freundii.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A2S4QE56,Citrobacter freundii,,Bacteria,,546,TrEMBL
2351643,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,DDJ66_20915,Klebsiella,0016787 hydrolase activity,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A3E1SRP8,GI:490237460|EMBL-CDS:RFP47134.1|REFSEQ:WP_004135758.1,Enterobacterales,Klebsiella oxytoca.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A3E1SRP8,Klebsiella oxytoca,,Bacteria,,571,TrEMBL
2351646,,,Clostridia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EEX23064.1},Lachnospiraceae,BLAHAN_04349,Blautia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,bhan:CGC63_02965,,C9L4Q2,GI:1218513299|GI:490331509|GI:260542495|EMBL-CDS:EEX23064.1|REFSEQ:WP_004220931.1,Clostridiales,Blautia hansenii DSM 20583.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,C9L4Q2,Blautia hansenii DSM 20583,537007.BLAHAN_04349,Bacteria,,537007,TrEMBL
2351652,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,B9Q20_13785,Enterobacter,0016787 hydrolase activity,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A2J0NFW1,EMBL-CDS:PJD06254.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A2J0NFW1,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351654,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,EGY10_08870,Citrobacter,,Skin,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A3G5VNR4,GI:1518955243|GI:1491979197|GI:851961255|EMBL-CDS:AYY44046.1,Enterobacterales,Citrobacter freundii.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A3G5VNR4,Citrobacter freundii,,Bacteria,,546,TrEMBL
2351655,,,Clostridia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFC96028.1},Clostridiaceae,CLOSTHATH_05772,Hungatella,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,D3AQ66,GI:493828806|GI:288863730|EMBL-CDS:EFC96028.1|REFSEQ:WP_006776190.1,Clostridiales,Hungatella hathewayi DSM 13479.,TRUE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,D3AQ66,Hungatella hathewayi DSM 13479,,Bacteria,,566550,TrEMBL
2351661,,,Gammaproteobacteria,Glucuronyl hydrolase ,3.2.1.- {ECO:0000313|EMBL:KFC87475.1},Hafniaceae,EAE69_15515,Hafnia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,A0A085GUT0,GI:647476335|GI:668971375|EMBL-CDS:KFC87475.1|EMBL-CDS:RLR09073.1|REFSEQ:WP_025801024.1,Enterobacterales,Hafnia alvei ATCC 13337.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A085GUT0,Hafnia alvei ATCC 13337,,Bacteria,,910996,TrEMBL
2351673,,,Gammaproteobacteria,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SMQ88955.1},Enterobacteriaceae,CAC00_16615,Raoultella,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,A0A1Y6GBW1,GI:1235764416|GI:1098934791|GI:1214650209|GI:1235747815|GI:1209148315|GI:764397920|GI:1235744250|GI:958291523|GI:1235733627|GI:1235750982|GI:763450154|GI:1235749557|EMBL-CDS:OWY86676.1|EMBL-CDS:SMQ88955.1|REFSEQ:WP_044349572.1,Enterobacterales,Raoultella ornithinolytica ,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A1Y6GBW1,Raoultella ornithinolytica,,Bacteria,,54291,TrEMBL
2351697,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,DA103_11405,Enterobacter,0016787 hydrolase activity,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A2T4Y003,EMBL-CDS:PTM35504.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A2T4Y003,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351704,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,ASV18_11725,Klebsiella,0016787 hydrolase activity,Airways,,,IPR010905,IPR008928|IPR012341,,,,A0A0M3HE64,GI:1036261279|GI:822718566|GI:1022086891|GI:822766942|GI:822704241|GI:1148436280|GI:1036275710|GI:1022112776|GI:1022010421|GI:822687839|GI:822717203|GI:1280003545|GI:967092489|GI:1000414310|GI:1475394931|GI:770999157|GI:822692624|GI:1195046049|GI:1345395072|GI:1006708124|GI:974853049|GI:1036270915|GI:1022095565|GI:505182597|GI:1021979129|GI:991946221|GI:1036274013|GI:838616699|GI:822787761|GI:771149875|GI:1518948779|GI:1344822562|EMBL-CDS:KTH73121.1|EMBL-CDS:OOL24182.1|REFSEQ:WP_015369699.1,Enterobacterales,Klebsiella aerogenes ,FALSE,fig|548.101.peg.456,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A0M3HE64,Klebsiella aerogenes,,Bacteria,,548,TrEMBL
2351707,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SAJ10042.1},Enterobacteriaceae,SAMEA2273283_03464,Enterobacter,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A157UVA3,GI:505182597|EMBL-CDS:SAJ10042.1|REFSEQ:WP_015369699.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A157UVA3,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351709,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:STT20157.1},Enterobacteriaceae,NCTC5055_00709,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A377VI20,EMBL-CDS:STT20157.1,Enterobacterales,Klebsiella pneumoniae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A377VI20,Klebsiella pneumoniae,,Bacteria,,573,TrEMBL
2351710,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:STW04554.1},Enterobacteriaceae,NCTC9149_00905,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A378DMX5,EMBL-CDS:STW04554.1,Enterobacterales,Klebsiella oxytoca.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A378DMX5,Klebsiella oxytoca,,Bacteria,,571,TrEMBL
2351712,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,EFT36_22150,Raoultella,,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,A0A3G5G0X8,GI:1518038056|EMBL-CDS:AYW56471.1,Enterobacterales,Raoultella ornithinolytica ,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A3G5G0X8,Raoultella ornithinolytica,,Bacteria,,54291,TrEMBL
2351715,,,Gammaproteobacteria,Putative glucuronyl hydrolase ,,Enterobacteriaceae,CIWKM_11_03300,Citrobacter,0016787 hydrolase activity,Blood,,,IPR010905,IPR008928|IPR012341,,,,A0A090USV7,GI:754954877|EMBL-CDS:GAL45712.1|REFSEQ:WP_042311014.1,Enterobacterales,Citrobacter werkmanii NBRC 105721.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A090USV7,Citrobacter werkmanii NBRC 105721,,Bacteria,,1114921,TrEMBL
2351722,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SAQ16492.1},Enterobacteriaceae,SAMEA2273573_02664,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A163Z6D9,GI:491005890|EMBL-CDS:SAQ16492.1|REFSEQ:WP_004867610.1,Enterobacterales,Klebsiella oxytoca.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A163Z6D9,Klebsiella oxytoca,,Bacteria,,571,TrEMBL
2351723,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SAP88204.1},Enterobacteriaceae,SAMEA2273876_03006,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A171BWV1,GI:1033074777|EMBL-CDS:SAP88204.1|REFSEQ:WP_064385127.1,Enterobacterales,Klebsiella oxytoca.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A171BWV1,Klebsiella oxytoca,,Bacteria,,571,TrEMBL
2351737,,,Gammaproteobacteria,Glucosyl hydrolase family protein ,3.2.1.179 {ECO:0000313|EMBL:STE15286.1},Enterobacteriaceae,NCTC9094_00766,Escherichia,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Gastrointestinal tract|Not Specified|Urogenital tract,"Facultative,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A376HUS6,EMBL-CDS:STE15286.1,Enterobacterales,Escherichia coli.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A376HUS6,Escherichia coli,,Bacteria,,562,TrEMBL
2351739,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,D9D10_11900,Raoultella,0016787 hydrolase activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,A0A3F2TRS0,GI:1266956324|GI:491005890|EMBL-CDS:RLP19631.1|REFSEQ:WP_004867610.1,Enterobacterales,Raoultella ornithinolytica ,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A3F2TRS0,Raoultella ornithinolytica,,Bacteria,,54291,TrEMBL
2351740,,,Gammaproteobacteria,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFE05922.1},Enterobacteriaceae,CIT292_10901,Citrobacter,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,,,D4BJQ7,GI:493738880|GI:291067813|EMBL-CDS:EFE05922.1|REFSEQ:WP_006688045.1,Enterobacterales,Citrobacter youngae ATCC 29220.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,D4BJQ7,Citrobacter youngae ATCC 29220,500640.CIT292_10901,Bacteria,,500640,TrEMBL
2351741,,,Gammaproteobacteria,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFE95428.1},Yersiniaceae,HMPREF0758_3119,Serratia,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,Facultative,,IPR010905,IPR008928|IPR012341,,,,D4E4L9,GI:291422183|GI:491099684|EMBL-CDS:EFE95428.1|REFSEQ:WP_004961284.1,Enterobacterales,Serratia odorifera DSM 4582.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,D4E4L9,Serratia odorifera DSM 4582,667129.HMPREF0758_3119,Bacteria,,667129,TrEMBL
2351745,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CZV18762.1},Enterobacteriaceae,SAMEA2273318_01959,Enterobacter,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A144ITE2,GI:1016942428|EMBL-CDS:CZV18762.1|REFSEQ:WP_063143956.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A144ITE2,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351746,,,Gammaproteobacteria,Glycosyl hydrolase family protein ,3.2.1.179 {ECO:0000313|EMBL:SAD23763.1},Enterobacteriaceae,SAMEA2273495_00921,Enterobacter,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A154WIJ2,EMBL-CDS:SAD23763.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,397,BLASTHIT,A0A154WIJ2,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351766,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,CP904_23630,Enterobacter,0016787 hydrolase activity,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A2A5MU59,GI:970268731|EMBL-CDS:PCM69500.1|REFSEQ:WP_058651357.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A2A5MU59,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351771,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,DP187_06715,Enterobacter,0016787 hydrolase activity,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A330F061,GI:1070297633|EMBL-CDS:RAZ02238.1|REFSEQ:WP_069719482.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A330F061,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351773,,,Gammaproteobacteria,Glucosyl hydrolase family protein ,3.2.1.179 {ECO:0000313|EMBL:STE17844.1},Enterobacteriaceae,NCTC9094_03427,Escherichia,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Gastrointestinal tract|Not Specified|Urogenital tract,"Facultative,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A376I679,EMBL-CDS:STE17844.1,Enterobacterales,Escherichia coli.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A376I679,Escherichia coli,,Bacteria,,562,TrEMBL
2351775,,,Gammaproteobacteria,Putative unsaturated glucuronyl hydrolase ,,Hafniaceae,HMPREF0454_02911,Hafnia,0016787 hydrolase activity,Gastrointestinal tract,Aerobe,,IPR010905,IPR008928|IPR012341,,,,G9Y8K0,GI:364563559|GI:490194956|EMBL-CDS:EHM41363.1|REFSEQ:WP_004093522.1,Enterobacterales,Hafnia alvei ATCC 51873.,FALSE,fig|1002364.3.peg.2622,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,G9Y8K0,Hafnia alvei ATCC 51873,,Bacteria,,1002364,TrEMBL
2351777,,,Gammaproteobacteria,Glycosyl hydrolase family protein ,,Enterobacteriaceae,ECL_04348,Enterobacter,0016787 hydrolase activity,Not Specified|Spinal Cord,"Aerobe,Anaerobe",,IPR010905,IPR008928|IPR012341,,enc:ECL_04348,,A0A0H3CTE2,GI:296104680|GI:502863754|GI:295059139|EMBL-CDS:ADF63877.1|REFSEQ:WP_013098730.1|REFSEQ:YP_003614826.1,Enterobacterales,Enterobacter cloacae subsp. cloacae  (strain ATCC 13047 / DSM 30054 /NBRC 13535 / NCDC 279-56),FALSE,fig|716541.4.peg.4503,,PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A0H3CTE2,Enterobacter cloacae subsp. cloacae ATCC 13047,716541.ECL_04348,Bacteria,,716541,TrEMBL
2351779,,,Gammaproteobacteria,Glycosyl hydrolase family protein ,"3.2.1.179 {ECO:0000313|EMBL:CUI64443.1, ECO:0000313|EMBL:STQ09280.1}",Enterobacteriaceae,ERS370009_01756,Enterobacter,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0M9I5W9,GI:685448654|GI:1145670425|GI:502863754|EMBL-CDS:CUI64443.1|EMBL-CDS:STQ09280.1|REFSEQ:WP_013098730.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A0M9I5W9,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351785,,,Gammaproteobacteria,Glucuronyl hydrolase ,,Enterobacteriaceae,AM401_11280,Enterobacter,0016787 hydrolase activity,Airways|Skin|Not Specified,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A2U9M3C2,GI:1398627141|EMBL-CDS:AWS81273.1,Enterobacterales,Enterobacter cloacae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A2U9M3C2,Enterobacter cloacae,,Bacteria,,550,TrEMBL
2351787,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:STT22529.1},Enterobacteriaceae,NCTC5055_03225,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A377VPR7,EMBL-CDS:STT22529.1,Enterobacterales,Klebsiella pneumoniae.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A377VPR7,Klebsiella pneumoniae,,Bacteria,,573,TrEMBL
2351809,,,Gammaproteobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SSH35130.1},Enterobacteriaceae,SAMEA4364698_01118,Klebsiella,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,,,IPR010905,IPR008928|IPR012341,,,,A0A331JDC8,GI:895861283|EMBL-CDS:SSH35130.1|REFSEQ:WP_048971485.1,Enterobacterales,Klebsiella pneumoniae.,FALSE,,,PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A331JDC8,Klebsiella pneumoniae,,Bacteria,,573,TrEMBL
2351813,,,Spirochaetia,Glucoronyl hydrolase ,,Spirochaetaceae,DCL73_06095,Treponema,0016787 hydrolase activity,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A3C0BI75,EMBL-CDS:HAH61651.1,Spirochaetales,Treponema sp.,FALSE,,,PF07470,Spirochaetes,FALSE,398,BLASTHIT,A0A3C0BI75,Treponema sp.,,Bacteria,,166,TrEMBL
2351815,,GH88,Gammaproteobacteria,Uncharacterized protein ,,Enterobacteriaceae,CKO_02447,Citrobacter,0003824 catalytic activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,cko:CKO_02447,,A8AJA1,GI:157083886|GI:501082734|EMBL-CDS:ABV13564.1|REFSEQ:WP_012133288.1,Enterobacterales,Citrobacter koseri  (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696),TRUE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A8AJA1,Citrobacter koseri ATCC BAA-895,290338.CKO_02447,Bacteria,,290338,TrEMBL
2351817,,,Gammaproteobacteria,Uncharacterized protein ,,Enterobacteriaceae,HMPREF0864_02711,,0003824 catalytic activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,E5YJK0,GI:496090306|GI:316918468|EMBL-CDS:EFV39806.1|REFSEQ:WP_008814813.1,Enterobacterales,Enterobacteriaceae bacterium 9_2_54FAA.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,E5YJK0,Enterobacteriaceae bacterium 9_2_54FAA,469613.HMPREF0864_02711,Bacteria,,469613,TrEMBL
2351819,,,Bacilli,Glucuronyl hydrolase ,,Bacillaceae,AYK81_24895,Bacillus,0016787 hydrolase activity,Skin,Microaerophilic,,IPR010905,IPR008928|IPR012341,,,,A0A137RW67,GI:1002581647|GI:1001031618|EMBL-CDS:KXO04416.1|REFSEQ:WP_061401936.1,Bacillales,Bacillus thuringiensis.,FALSE,,,PF07470,Firmicutes,FALSE,388,BLASTHIT,A0A137RW67,Bacillus thuringiensis,,Bacteria,,1428,TrEMBL
2351835,,,Erysipelotrichia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EEF66871.1},Erysipelotrichaceae,HOLDEFILI_02952,Holdemania,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,B9YAU5,GI:223962410|GI:492952032|EMBL-CDS:EEF66871.1|REFSEQ:WP_006060117.1,Erysipelotrichales,Holdemania filiformis DSM 12042.,FALSE,,,PF07470,Firmicutes,FALSE,387,BLASTHIT,B9YAU5,Holdemania filiformis DSM 12042,545696.HOLDEFILI_02952,Bacteria,,545696,TrEMBL
2351843,,,Clostridia,Putative unsaturated glucuronyl hydrolase ,,,CBFG_03860,,0016787 hydrolase activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,C5EQ54,GI:239520282|GI:495998041|EMBL-CDS:EEQ60148.1|REFSEQ:WP_008722620.1,Clostridiales,Clostridiales bacterium 1_7_47FAA.,TRUE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,C5EQ54,Clostridiales bacterium 1_7_47FAA,457421.CBFG_03860,Bacteria,,457421,TrEMBL
2351844,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EGC70994.1},Enterococcaceae,HMPREF9087_0371,Enterococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Aerobe,,IPR010905,IPR008928|IPR012341,,,,F0EGS4,GI:325158848|GI:491374720|EMBL-CDS:EGC70994.1|REFSEQ:WP_005232613.1,Lactobacillales,Enterococcus casseliflavus ATCC 12755.,FALSE,,,PF07470,Firmicutes,FALSE,387,BLASTHIT,F0EGS4,Enterococcus casseliflavus ATCC 12755,,Bacteria,,888066,TrEMBL
2351864,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,CUS93_12760,Enterococcus,0016787 hydrolase activity,Skin|Not Specified,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A2S7RN13,GI:488243557|GI:1032676245|EMBL-CDS:PQF20085.1|REFSEQ:WP_002314765.1,Lactobacillales,Enterococcus faecium ,FALSE,,,PF07470,Firmicutes,FALSE,383,BLASTHIT,A0A2S7RN13,Enterococcus faecium,,Bacteria,,1352,TrEMBL
2351866,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,EGW26_10930,Enterococcus,,Skin|Not Specified,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A3N3IDU1,EMBL-CDS:ROX44704.1,Lactobacillales,Enterococcus faecium ,FALSE,,,PF07470,Firmicutes,FALSE,383,BLASTHIT,A0A3N3IDU1,Enterococcus faecium,,Bacteria,,1352,TrEMBL
2351867,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,EG883_01270,Enterococcus,,Skin|Not Specified,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A3N3TT31,EMBL-CDS:ROY70527.1|EMBL-CDS:ROY93128.1,Lactobacillales,Enterococcus faecium ,FALSE,,,PF07470,Firmicutes,FALSE,383,BLASTHIT,A0A3N3TT31,Enterococcus faecium,,Bacteria,,1352,TrEMBL
2351869,,,Bacilli,Uncharacterized protein ,,Enterococcaceae,EFWG_00497,Enterococcus,0003824 catalytic activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,,,C9AM95,GI:488243557|GI:257836061|EMBL-CDS:EEV61135.1|REFSEQ:WP_002314765.1,Lactobacillales,Enterococcus faecium Com15.,FALSE,,,PF07470,Firmicutes,FALSE,383,BLASTHIT,C9AM95,Enterococcus faecium Com15,,Bacteria,,565663,TrEMBL
2351872,,,Gammaproteobacteria,Putative glucuronyl hydrolase ,,Enterobacteriaceae,CIWKM_09_02150,Citrobacter,0016787 hydrolase activity,Blood,,,IPR010905,IPR008928|IPR012341,,,,A0A090TXF5,GI:754953567|EMBL-CDS:GAL44855.1|REFSEQ:WP_042309720.1,Enterobacterales,Citrobacter werkmanii NBRC 105721.,FALSE,,,PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A090TXF5,Citrobacter werkmanii NBRC 105721,,Bacteria,,1114921,TrEMBL
2351879,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,EGW55_04755,Enterococcus,,Skin|Not Specified,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A3N3P7G5,GI:985479096|GI:488260280|EMBL-CDS:ROY15894.1,Lactobacillales,Enterococcus faecium ,FALSE,,,PF07470,Firmicutes,FALSE,383,BLASTHIT,A0A3N3P7G5,Enterococcus faecium,,Bacteria,,1352,TrEMBL
